# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Synechocystis_v2_trimmed.saf" "-s" "0" "-o" "BG11_control_t8_r2_T1.featureCounts.txt" "BG11_control_t8_r2_T1.bam" 
Geneid	Chr	Start	End	Strand	Length	BG11_control_t8_r2_T1.bam
nc_slr1783-as2|39	nc_slr1783-as2|39	1	18	.	18	223
nc_ncr1360|20	nc_ncr1360|20	1	18	.	18	216
nc_ncl0560|88	nc_ncl0560|88	1	18	.	18	140
nc_slr0615-as2|1	nc_slr0615-as2|1	1	20	.	20	300
nc_sll0802|38	nc_sll0802|38	1	17	.	17	185
nc_sll0928-as2|60	nc_sll0928-as2|60	1	22	.	22	550
nc_ncr0510|145	nc_ncr0510|145	1	22	.	22	126
nc_sll0992-as|35	nc_sll0992-as|35	1	17	.	17	218
nc_sll1967-as|94	nc_sll1967-as|94	1	17	.	17	124
nc_slr1083-as|129	nc_slr1083-as|129	1	19	.	19	90
nc_slr0670|93	nc_slr0670|93	1	22	.	22	194
nc_sll1898|41	nc_sll1898|41	1	20	.	20	230
nc_sll1568|80	nc_sll1568|80	1	20	.	20	375
nc_sll0794|9	nc_sll0794|9	1	17	.	17	201
nc_sll1770|3	nc_sll1770|3	1	17	.	17	161
nc_slr0197-as|87	nc_slr0197-as|87	1	20	.	20	164
nc_smr0005|61	nc_smr0005|61	1	20	.	20	41
nc_slr1176-as|47	nc_slr1176-as|47	1	21	.	21	334
nc_slr0949|37	nc_slr0949|37	1	20	.	20	370
nc_sll1383|33	nc_sll1383|33	1	20	.	20	1137
nc_sll0922-as|27	nc_sll0922-as|27	1	22	.	22	116
nc_slr0528-as|37	nc_slr0528-as|37	1	19	.	19	78
nc_slr0807-as|53	nc_slr0807-as|53	1	20	.	20	336
nc_slr0813-as|6	nc_slr0813-as|6	1	18	.	18	460
nc_sll1895|147	nc_sll1895|147	1	17	.	17	209
nc_slr1269|0	nc_slr1269|0	1	19	.	19	147
nc_sll1967-as|78	nc_sll1967-as|78	1	22	.	22	416
nc_ncr0640|85	nc_ncr0640|85	1	20	.	20	24
nc_sll1037-as|83	nc_sll1037-as|83	1	20	.	20	178
nc_sll0207|79	nc_sll0207|79	1	21	.	21	141
nc_sll1353-as|15	nc_sll1353-as|15	1	18	.	18	345
nc_slr0483-as|140	nc_slr0483-as|140	1	18	.	18	53
nc_sll1775|65	nc_sll1775|65	1	18	.	18	251
nc_sll1533|120	nc_sll1533|120	1	18	.	18	54
nc_ncr0980|83	nc_ncr0980|83	1	18	.	18	156
nc_ncl0640|75	nc_ncl0640|75	1	20	.	20	13
nc_sll0023-as|79	nc_sll0023-as|79	1	22	.	22	279
nc_ssr1038|16	nc_ssr1038|16	1	22	.	22	245
nc_sll0027|70	nc_sll0027|70	1	19	.	19	259
nc_slr2046-as|9	nc_slr2046-as|9	1	19	.	19	220
nc_sll0587|15	nc_sll0587|15	1	21	.	21	518
nc_ssr2061-as|75	nc_ssr2061-as|75	1	18	.	18	114
nc_slr0953|219	nc_slr0953|219	1	17	.	17	89
nc_sll1750-as|33	nc_sll1750-as|33	1	20	.	20	283
nc_slr1166-as|53	nc_slr1166-as|53	1	19	.	19	193
nc_sll1306-as|44	nc_sll1306-as|44	1	19	.	19	293
nc_slr0063|119	nc_slr0063|119	1	21	.	21	75
nc_sll1362|149	nc_sll1362|149	1	20	.	20	175
nc_ncl0540|1	nc_ncl0540|1	1	19	.	19	286
nc_sll1586-as2|61	nc_sll1586-as2|61	1	21	.	21	413
nc_slr1277-as3|114	nc_slr1277-as3|114	1	17	.	17	140
nc_ncl0020|61	nc_ncl0020|61	1	20	.	20	48
nc_ssr2061-as|69	nc_ssr2061-as|69	1	17	.	17	373
nc_sll1583|41	nc_sll1583|41	1	20	.	20	374
nc_ssr1880-as|134	nc_ssr1880-as|134	1	17	.	17	196
nc_sll1499-as|83	nc_sll1499-as|83	1	20	.	20	321
nc_slr1306|91	nc_slr1306|91	1	18	.	18	137
nc_sll0505-as|19	nc_sll0505-as|19	1	17	.	17	155
nc_sll0996|62	nc_sll0996|62	1	18	.	18	36
nc_slr0445|59	nc_slr0445|59	1	17	.	17	27
nc_slr0742-as|79	nc_slr0742-as|79	1	21	.	21	462
nc_slr0300-as|20	nc_slr0300-as|20	1	22	.	22	168
nc_sll1981|91	nc_sll1981|91	1	18	.	18	157
nc_slr0192-as|28	nc_slr0192-as|28	1	22	.	22	302
nc_slr1324-as|52	nc_slr1324-as|52	1	19	.	19	553
nc_sll1543-as|148	nc_sll1543-as|148	1	20	.	20	103
nc_slr1794|52	nc_slr1794|52	1	18	.	18	101
nc_sll0829-as|20	nc_sll0829-as|20	1	20	.	20	271
nc_slr0744-as2|50	nc_slr0744-as2|50	1	19	.	19	248
nc_slr0536|100	nc_slr0536|100	1	20	.	20	240
nc_slr1783-as|37	nc_slr1783-as|37	1	19	.	19	212
nc_ncr0800|38	nc_ncr0800|38	1	21	.	21	743
nc_ncr0720|116	nc_ncr0720|116	1	19	.	19	295
nc_slr0823-as|20	nc_slr0823-as|20	1	19	.	19	199
nc_ncl1530|83	nc_ncl1530|83	1	19	.	19	99
nc_ncl1100|81	nc_ncl1100|81	1	22	.	22	228
nc_ncl1210|1	nc_ncl1210|1	1	18	.	18	201
nc_slr2046-as3|18	nc_slr2046-as3|18	1	22	.	22	173
nc_slr1476-as2|2	nc_slr1476-as2|2	1	22	.	22	244
nc_sll1534-as|5	nc_sll1534-as|5	1	22	.	22	305
nc_slr0930-as|99	nc_slr0930-as|99	1	19	.	19	239
nc_slr1142-as|23	nc_slr1142-as|23	1	19	.	19	282
nc_slr0423|70	nc_slr0423|70	1	17	.	17	669
nc_ncl1210|8	nc_ncl1210|8	1	22	.	22	158
nc_sll1521-as|23	nc_sll1521-as|23	1	19	.	19	128
nc_slr0930-as|93	nc_slr0930-as|93	1	17	.	17	110
nc_slr0423|77	nc_slr0423|77	1	20	.	20	495
nc_ncl0280|37	nc_ncl0280|37	1	19	.	19	212
nc_slr1415|43	nc_slr1415|43	1	17	.	17	389
nc_sll1228-as|48	nc_sll1228-as|48	1	22	.	22	307
nc_ncr1350|76	nc_ncr1350|76	1	21	.	21	177
nc_sll1967-as|1	nc_sll1967-as|1	1	17	.	17	237
nc_sll1722-as|124	nc_sll1722-as|124	1	19	.	19	80
nc_sll0862|73	nc_sll0862|73	1	17	.	17	129
nc_slr1540|63	nc_slr1540|63	1	21	.	21	331
nc_ncr0700|31	nc_ncr0700|31	1	19	.	19	232
nc_sll1315-as|73	nc_sll1315-as|73	1	22	.	22	202
nc_ncr0390|77	nc_ncr0390|77	1	20	.	20	97
nc_ncl1230|127	nc_ncl1230|127	1	17	.	17	303
nc_slr0054|2	nc_slr0054|2	1	20	.	20	111
nc_slr0743a|58	nc_slr0743a|58	1	19	.	19	70
nc_slr1691-as2|66	nc_slr1691-as2|66	1	20	.	20	97
nc_slr1393-as3|110	nc_slr1393-as3|110	1	21	.	21	551
nc_ncr0530|40	nc_ncr0530|40	1	20	.	20	260
nc_ncl1100|67	nc_ncl1100|67	1	21	.	21	323
nc_sll0088-as2|105	nc_sll0088-as2|105	1	18	.	18	426
nc_slr0369-as|6	nc_slr0369-as|6	1	20	.	20	146
nc_sll1717|32	nc_sll1717|32	1	19	.	19	357
nc_slr1429|28	nc_slr1429|28	1	20	.	20	918
nc_ncl0490|60	nc_ncl0490|60	1	22	.	22	43
nc_slr0032|156	nc_slr0032|156	1	20	.	20	400
nc_sll1920|52	nc_sll1920|52	1	18	.	18	275
nc_ncr0460|106	nc_ncr0460|106	1	19	.	19	188
nc_slr1939-as|48	nc_slr1939-as|48	1	17	.	17	109
nc_sll1740|23	nc_sll1740|23	1	19	.	19	8
nc_slr0434-as|62	nc_slr0434-as|62	1	19	.	19	129
nc_ncr1350|97	nc_ncr1350|97	1	22	.	22	63
nc_slr0115|20	nc_slr0115|20	1	22	.	22	287
nc_sll0207-as|83	nc_sll0207-as|83	1	19	.	19	228
nc_sll1470-as|122	nc_sll1470-as|122	1	18	.	18	265
nc_sll1703-as|96	nc_sll1703-as|96	1	22	.	22	497
nc_ssr2333-as|23	nc_ssr2333-as|23	1	17	.	17	165
nc_sll0309|2	nc_sll0309|2	1	18	.	18	307
nc_ncl0270|20	nc_ncl0270|20	1	21	.	21	375
nc_slr0092-as|34	nc_slr0092-as|34	1	22	.	22	102
nc_sll2002|4	nc_sll2002|4	1	17	.	17	111
nc_sll1124-as2|53	nc_sll1124-as2|53	1	19	.	19	327
nc_slr0865-as|57	nc_slr0865-as|57	1	17	.	17	194
nc_slr0842|64	nc_slr0842|64	1	19	.	19	195
nc_ncl1150|51	nc_ncl1150|51	1	20	.	20	426
nc_slr0649|3	nc_slr0649|3	1	18	.	18	557
nc_slr0618-as|36	nc_slr0618-as|36	1	19	.	19	350
nc_sll1586|136	nc_sll1586|136	1	19	.	19	184
nc_ncl0550|38	nc_ncl0550|38	1	22	.	22	450
nc_sll0621-as|45	nc_sll0621-as|45	1	19	.	19	415
nc_slr1969-as2|37	nc_slr1969-as2|37	1	19	.	19	220
nc_sll2001|124	nc_sll2001|124	1	20	.	20	348
nc_sll0502|29	nc_sll0502|29	1	19	.	19	77
nc_sll0763-as|67	nc_sll0763-as|67	1	20	.	20	134
nc_ncr0380|66	nc_ncr0380|66	1	19	.	19	101
nc_slr1248-as|33	nc_slr1248-as|33	1	22	.	22	183
nc_sll1696|91	nc_sll1696|91	1	19	.	19	7
nc_slr0743a|123	nc_slr0743a|123	1	18	.	18	93
nc_sll1131-as|88	nc_sll1131-as|88	1	17	.	17	390
nc_ncl0160|52	nc_ncl0160|52	1	17	.	17	216
nc_sll1296|115	nc_sll1296|115	1	17	.	17	393
nc_slr1993-as|69	nc_slr1993-as|69	1	19	.	19	541
nc_slr0080-as|173	nc_slr0080-as|173	1	17	.	17	231
nc_ncr0400|126	nc_ncr0400|126	1	20	.	20	337
nc_sll1676|91	nc_sll1676|91	1	19	.	19	177
nc_sll0223-as|115	nc_sll0223-as|115	1	19	.	19	279
nc_ncl0590|173	nc_ncl0590|173	1	17	.	17	128
nc_slr1691-as|69	nc_slr1691-as|69	1	18	.	18	581
nc_ssl3580|23	nc_ssl3580|23	1	22	.	22	455
nc_sll1656-as|23	nc_sll1656-as|23	1	22	.	22	234
nc_slr0604|50	nc_slr0604|50	1	17	.	17	261
nc_slr0993|46	nc_slr0993|46	1	20	.	20	193
nc_ncr0590|68	nc_ncr0590|68	1	22	.	22	272
nc_sll0751|107	nc_sll0751|107	1	17	.	17	327
nc_slr1991|114	nc_slr1991|114	1	18	.	18	243
nc_sll0640-as3|54	nc_sll0640-as3|54	1	19	.	19	215
nc_slr2132-as2|34	nc_slr2132-as2|34	1	19	.	19	444
nc_sll0656-as|97	nc_sll0656-as|97	1	20	.	20	208
nc_sll1631-as|104	nc_sll1631-as|104	1	17	.	17	238
nc_sll1296-as|68	nc_sll1296-as|68	1	21	.	21	169
nc_slr1028-as11|71	nc_slr1028-as11|71	1	21	.	21	239
nc_slr0655-as|32	nc_slr0655-as|32	1	19	.	19	196
nc_slr1540|82	nc_slr1540|82	1	20	.	20	90
nc_slr0011|121	nc_slr0011|121	1	22	.	22	70
nc_ncl0320|107	nc_ncl0320|107	1	21	.	21	45
nc_slr0316|86	nc_slr0316|86	1	20	.	20	38
nc_sll1376-as|47	nc_sll1376-as|47	1	19	.	19	299
nc_ssl3382-as|80	nc_ssl3382-as|80	1	18	.	18	362
nc_slr0822|53	nc_slr0822|53	1	19	.	19	88
nc_sll1023-as|31	nc_sll1023-as|31	1	19	.	19	458
nc_sll0427|31	nc_sll0427|31	1	17	.	17	87
nc_ncr0830|0	nc_ncr0830|0	1	19	.	19	256
nc_sll0209-as2|101	nc_sll0209-as2|101	1	22	.	22	199
nc_sll1006-as|0	nc_sll1006-as|0	1	18	.	18	318
nc_slr0320-as3|29	nc_slr0320-as3|29	1	19	.	19	72
nc_slr1415|69	nc_slr1415|69	1	17	.	17	771
nc_ncl1010|88	nc_ncl1010|88	1	21	.	21	163
nc_sll1441|110	nc_sll1441|110	1	19	.	19	177
nc_slr1213-as|26	nc_slr1213-as|26	1	22	.	22	144
nc_ncr0070|55	nc_ncr0070|55	1	21	.	21	60
nc_sll0944|33	nc_sll0944|33	1	17	.	17	217
nc_slr1734-as|56	nc_slr1734-as|56	1	19	.	19	356
nc_ncr0075|86	nc_ncr0075|86	1	22	.	22	302
nc_slr0273|118	nc_slr0273|118	1	19	.	19	277
nc_sll1070-as|91	nc_sll1070-as|91	1	21	.	21	162
nc_sll1606|15	nc_sll1606|15	1	19	.	19	62
nc_slr2088-as|31	nc_slr2088-as|31	1	21	.	21	339
nc_slr0331-as2|195	nc_slr0331-as2|195	1	17	.	17	533
nc_sll0640|39	nc_sll0640|39	1	17	.	17	160
nc_sll0006-as|34	nc_sll0006-as|34	1	20	.	20	624
nc_ncr1350|51	nc_ncr1350|51	1	21	.	21	159
nc_slr2088|26	nc_slr2088|26	1	18	.	18	201
nc_sll0686|38	nc_sll0686|38	1	22	.	22	331
nc_sll1362|32	nc_sll1362|32	1	19	.	19	82
nc_slr1324-as|40	nc_slr1324-as|40	1	19	.	19	327
nc_sll1112-as|31	nc_sll1112-as|31	1	17	.	17	166
nc_sll0026-as|3	nc_sll0026-as|3	1	22	.	22	525
nc_sll1360-as2|121	nc_sll1360-as2|121	1	22	.	22	275
nc_slr0721-as|51	nc_slr0721-as|51	1	20	.	20	115
nc_slr0522-as|56	nc_slr0522-as|56	1	20	.	20	121
nc_sll1084-as|37	nc_sll1084-as|37	1	17	.	17	96
nc_ncl0760|34	nc_ncl0760|34	1	20	.	20	129
nc_ncl0150|208	nc_ncl0150|208	1	20	.	20	296
nc_ncr0550|15	nc_ncr0550|15	1	17	.	17	148
nc_slr0844|23	nc_slr0844|23	1	20	.	20	241
nc_ncr0330|37	nc_ncr0330|37	1	18	.	18	261
nc_sll1833-as|77	nc_sll1833-as|77	1	19	.	19	122
nc_slr1174-as|36	nc_slr1174-as|36	1	20	.	20	142
nc_sll0375-as|82	nc_sll0375-as|82	1	22	.	22	451
nc_slr1592-as|50	nc_slr1592-as|50	1	22	.	22	231
nc_sll0793-as|53	nc_sll0793-as|53	1	22	.	22	256
nc_slr0877-as|120	nc_slr0877-as|120	1	17	.	17	188
nc_slr1718-as|32	nc_slr1718-as|32	1	21	.	21	524
nc_slr1591-as|5	nc_slr1591-as|5	1	19	.	19	25
nc_slr1028-as6|44	nc_slr1028-as6|44	1	21	.	21	362
nc_sll0794-as|91	nc_sll0794-as|91	1	19	.	19	235
nc_slr1703-as|46	nc_slr1703-as|46	1	18	.	18	181
nc_ncr1600|77	nc_ncr1600|77	1	18	.	18	102
nc_slr0654-as|42	nc_slr0654-as|42	1	21	.	21	434
nc_ncr1220|0	nc_ncr1220|0	1	19	.	19	290
nc_slr1703-as|40	nc_slr1703-as|40	1	21	.	21	400
nc_slr0679-as|42	nc_slr0679-as|42	1	19	.	19	358
nc_sll0423|33	nc_sll0423|33	1	22	.	22	261
nc_sll1865|31	nc_sll1865|31	1	20	.	20	232
nc_sll0518-as|76	nc_sll0518-as|76	1	22	.	22	270
nc_slr0306|36	nc_slr0306|36	1	22	.	22	214
nc_sll0413-as|63	nc_sll0413-as|63	1	22	.	22	317
nc_sll1178-as|28	nc_sll1178-as|28	1	21	.	21	711
nc_slr1128-as2|61	nc_slr1128-as2|61	1	22	.	22	198
nc_sll2012|88	nc_sll2012|88	1	20	.	20	197
nc_sll0843-as|55	nc_sll0843-as|55	1	17	.	17	200
nc_slr0261-as|48	nc_slr0261-as|48	1	17	.	17	249
nc_sll1423|68	nc_sll1423|68	1	20	.	20	874
nc_ncl1470|53	nc_ncl1470|53	1	19	.	19	46
nc_ncl0360|41	nc_ncl0360|41	1	21	.	21	999
nc_slr2132-as2|68	nc_slr2132-as2|68	1	19	.	19	184
nc_ssr2755-as|28	nc_ssr2755-as|28	1	19	.	19	58
nc_ssl3649|77	nc_ssl3649|77	1	20	.	20	721
nc_slr0798-as|96	nc_slr0798-as|96	1	17	.	17	228
nc_sll1290|37	nc_sll1290|37	1	19	.	19	298
nc_sll1605|8	nc_sll1605|8	1	22	.	22	71
nc_slr0346-as|49	nc_slr0346-as|49	1	18	.	18	432
nc_slr0534-as3|120	nc_slr0534-as3|120	1	17	.	17	702
nc_sll1844-as2|66	nc_sll1844-as2|66	1	18	.	18	263
nc_slr1608-as3|0	nc_slr1608-as3|0	1	18	.	18	163
nc_ncl0770|20	nc_ncl0770|20	1	20	.	20	235
nc_slr0145-as|103	nc_slr0145-as|103	1	20	.	20	104
nc_sll1521-as|57	nc_sll1521-as|57	1	19	.	19	359
nc_slr0743a|115	nc_slr0743a|115	1	17	.	17	288
nc_slr1491-as|30	nc_slr1491-as|30	1	18	.	18	1906
nc_slr0320|68	nc_slr0320|68	1	20	.	20	147
nc_ncl0820|103	nc_ncl0820|103	1	22	.	22	49
nc_sll1830-as|63	nc_sll1830-as|63	1	18	.	18	112
nc_slr1751-as|91	nc_slr1751-as|91	1	22	.	22	62
nc_ssr0109-as|19	nc_ssr0109-as|19	1	18	.	18	206
nc_sll0082-as|19	nc_sll0082-as|19	1	20	.	20	34
nc_slr0398-as|18	nc_slr0398-as|18	1	17	.	17	63
nc_sll0891-as|82	nc_sll0891-as|82	1	22	.	22	140
nc_slr0007-as|50	nc_slr0007-as|50	1	17	.	17	157
nc_sll1800-as|151	nc_sll1800-as|151	1	17	.	17	251
nc_sll0533|50	nc_sll0533|50	1	17	.	17	104
nc_slr0517-as|61	nc_slr0517-as|61	1	22	.	22	55
nc_slr0143-as2|28	nc_slr0143-as2|28	1	20	.	20	233
nc_sll1525-as|74	nc_sll1525-as|74	1	18	.	18	347
nc_sll0928-as2|46	nc_sll0928-as2|46	1	19	.	19	559
nc_slr0007|88	nc_slr0007|88	1	17	.	17	510
nc_sll0802|55	nc_sll0802|55	1	19	.	19	91
nc_sll1534|94	nc_sll1534|94	1	22	.	22	212
nc_ssr2078-as|30	nc_ssr2078-as|30	1	20	.	20	166
nc_sll1265-as2|29	nc_sll1265-as2|29	1	20	.	20	468
nc_sll0020-as|34	nc_sll0020-as|34	1	19	.	19	192
nc_slr1222|50	nc_slr1222|50	1	19	.	19	269
nc_sll1543-as|168	nc_sll1543-as|168	1	17	.	17	147
nc_sll0443-as|36	nc_sll0443-as|36	1	22	.	22	271
nc_slr0528-as|121	nc_slr0528-as|121	1	17	.	17	607
nc_sll0254|23	nc_sll0254|23	1	18	.	18	131
nc_slr2031-as2|73	nc_slr2031-as2|73	1	18	.	18	219
nc_slr0869-as|66	nc_slr0869-as|66	1	20	.	20	38
nc_slr0581|33	nc_slr0581|33	1	18	.	18	102
nc_slr0039-as|37	nc_slr0039-as|37	1	22	.	22	68
nc_slr1174|45	nc_slr1174|45	1	18	.	18	128
nc_slr0864-as|54	nc_slr0864-as|54	1	18	.	18	189
nc_slr2098-as|85	nc_slr2098-as|85	1	22	.	22	247
nc_sll0944-as|19	nc_sll0944-as|19	1	21	.	21	105
nc_slr1908-as|71	nc_slr1908-as|71	1	18	.	18	124
nc_sll1686-as|61	nc_sll1686-as|61	1	20	.	20	73
nc_ncl0750|40	nc_ncl0750|40	1	21	.	21	52
nc_slr0618-as|15	nc_slr0618-as|15	1	18	.	18	73
nc_sll1296-as|102	nc_sll1296-as|102	1	22	.	22	68
nc_sll1744-as|88	nc_sll1744-as|88	1	22	.	22	401
nc_sll2001-as|75	nc_sll2001-as|75	1	19	.	19	317
nc_slr0822|3	nc_slr0822|3	1	21	.	21	720
nc_sll0584-as|27	nc_sll0584-as|27	1	18	.	18	247
nc_ssl1255-as|87	nc_ssl1255-as|87	1	22	.	22	104
nc_slr1306|30	nc_slr1306|30	1	22	.	22	50
nc_sll0021|41	nc_sll0021|41	1	20	.	20	118
nc_ncr0940|53	nc_ncr0940|53	1	22	.	22	48
nc_sll1524-as|33	nc_sll1524-as|33	1	20	.	20	291
nc_sll0048|50	nc_sll0048|50	1	22	.	22	161
nc_sll1831|110	nc_sll1831|110	1	18	.	18	668
nc_slr1706|49	nc_slr1706|49	1	17	.	17	318
nc_slr2067-as2|103	nc_slr2067-as2|103	1	22	.	22	125
nc_slr0913-as|71	nc_slr0913-as|71	1	22	.	22	92
nc_sll1631-as|48	nc_sll1631-as|48	1	21	.	21	157
nc_slr1575-as|99	nc_slr1575-as|99	1	20	.	20	138
nc_sll0843-as2|7	nc_sll0843-as2|7	1	22	.	22	250
nc_sll1704|150	nc_sll1704|150	1	21	.	21	387
nc_sll1277-as|60	nc_sll1277-as|60	1	17	.	17	273
nc_ncl0930|90	nc_ncl0930|90	1	17	.	17	128
nc_sll0427|186	nc_sll0427|186	1	17	.	17	15
nc_slr0854|0	nc_slr0854|0	1	21	.	21	20
nc_sll1699-as|35	nc_sll1699-as|35	1	18	.	18	233
nc_sll0026-as|39	nc_sll0026-as|39	1	17	.	17	530
nc_sll1906-as|76	nc_sll1906-as|76	1	18	.	18	596
nc_slr0783|115	nc_slr0783|115	1	17	.	17	288
nc_slr1926-as2|46	nc_slr1926-as2|46	1	21	.	21	424
nc_sll1800-as|110	nc_sll1800-as|110	1	20	.	20	160
nc_slr2070-as2|0	nc_slr2070-as2|0	1	18	.	18	287
nc_ncr0150|47	nc_ncr0150|47	1	19	.	19	247
nc_sll0108|41	nc_sll0108|41	1	17	.	17	308
nc_ncr0150|41	nc_ncr0150|41	1	20	.	20	132
nc_sll2006-as|29	nc_sll2006-as|29	1	20	.	20	308
nc_slr1044|28	nc_slr1044|28	1	19	.	19	329
nc_sll0419|70	nc_sll0419|70	1	21	.	21	1124
nc_slr1070|3	nc_slr1070|3	1	20	.	20	311
nc_sll0823-as|60	nc_sll0823-as|60	1	17	.	17	344
nc_slr0073|29	nc_slr0073|29	1	19	.	19	30
nc_slr1828|164	nc_slr1828|164	1	18	.	18	181
nc_sll0088-as2|42	nc_sll0088-as2|42	1	21	.	21	176
nc_sll1679-as|51	nc_sll1679-as|51	1	17	.	17	141
nc_slr1022|41	nc_slr1022|41	1	21	.	21	208
nc_slr1067|41	nc_slr1067|41	1	22	.	22	30
nc_slr0913-as|107	nc_slr0913-as|107	1	19	.	19	528
nc_sll0681-as|35	nc_sll0681-as|35	1	19	.	19	439
nc_sll1905|89	nc_sll1905|89	1	19	.	19	454
nc_slr1028-as8|138	nc_slr1028-as8|138	1	20	.	20	317
nc_slr1783-as2|20	nc_slr1783-as2|20	1	22	.	22	64
nc_slr0369-as2|27	nc_slr0369-as2|27	1	18	.	18	372
nc_sll1028-as|38	nc_sll1028-as|38	1	21	.	21	264
nc_slr0707-as|33	nc_slr0707-as|33	1	18	.	18	119
nc_ncl1255|95	nc_ncl1255|95	1	17	.	17	331
nc_sll1967-as|84	nc_sll1967-as|84	1	18	.	18	171
nc_sll0541|23	nc_sll0541|23	1	17	.	17	329
nc_ncl1380|36	nc_ncl1380|36	1	20	.	20	191
nc_ncl0560|94	nc_ncl0560|94	1	17	.	17	336
nc_sll0320|1	nc_sll0320|1	1	21	.	21	491
nc_ncr1490|37	nc_ncr1490|37	1	17	.	17	202
nc_ncr1460|50	nc_ncr1460|50	1	22	.	22	92
nc_slr0882-as|98	nc_slr0882-as|98	1	20	.	20	263
nc_slr1847-as|134	nc_slr1847-as|134	1	19	.	19	221
nc_ssr2315|164	nc_ssr2315|164	1	17	.	17	918
nc_sll0753-as|48	nc_sll0753-as|48	1	17	.	17	168
nc_sll1730-as2|150	nc_sll1730-as2|150	1	21	.	21	228
nc_slr1176-as|37	nc_slr1176-as|37	1	20	.	20	176
nc_sll0007-as|48	nc_sll0007-as|48	1	18	.	18	287
nc_slr1176-as|31	nc_slr1176-as|31	1	22	.	22	195
nc_slr0688-as2|7	nc_slr0688-as2|7	1	18	.	18	56
nc_ncr0820|22	nc_ncr0820|22	1	19	.	19	130
nc_slr1494-as|83	nc_slr1494-as|83	1	19	.	19	67
nc_ncr0870|117	nc_ncr0870|117	1	17	.	17	269
nc_sll0847|55	nc_sll0847|55	1	17	.	17	173
nc_sll0006-as|62	nc_sll0006-as|62	1	19	.	19	397
nc_sll1667-as|45	nc_sll1667-as|45	1	20	.	20	120
nc_slr0322-as|41	nc_slr0322-as|41	1	17	.	17	265
nc_slr0949|29	nc_slr0949|29	1	20	.	20	288
nc_slr1901|43	nc_slr1901|43	1	17	.	17	118
nc_sll0759|71	nc_sll0759|71	1	19	.	19	118
nc_sll0023-as|64	nc_sll0023-as|64	1	17	.	17	224
nc_sll0270|44	nc_sll0270|44	1	19	.	19	364
nc_slr0882-as|70	nc_slr0882-as|70	1	19	.	19	241
nc_sll1360-as|103	nc_sll1360-as|103	1	18	.	18	0
nc_slr1613|149	nc_slr1613|149	1	20	.	20	33
nc_sll1372|147	nc_sll1372|147	1	20	.	20	156
nc_sll0497|67	nc_sll0497|67	1	19	.	19	589
nc_slr0854|112	nc_slr0854|112	1	20	.	20	171
nc_slr0882-as|79	nc_slr0882-as|79	1	22	.	22	367
nc_slr1028-as6|32	nc_slr1028-as6|32	1	20	.	20	159
nc_slr0851|77	nc_slr0851|77	1	22	.	22	274
nc_slr0887|23	nc_slr0887|23	1	18	.	18	461
nc_sll1945|59	nc_sll1945|59	1	19	.	19	176
nc_sll1306-as|59	nc_sll1306-as|59	1	18	.	18	220
nc_slr1166-as|29	nc_slr1166-as|29	1	20	.	20	99
nc_sll0980|34	nc_sll0980|34	1	20	.	20	191
nc_ncr1650|55	nc_ncr1650|55	1	17	.	17	54
nc_ncr0790|74	nc_ncr0790|74	1	17	.	17	260
nc_ncr1470|51	nc_ncr1470|51	1	17	.	17	247
nc_sll1699|62	nc_sll1699|62	1	20	.	20	57
nc_slr1639|30	nc_slr1639|30	1	21	.	21	16
nc_sll0656-as|154	nc_sll0656-as|154	1	20	.	20	213
nc_sll1677-as|110	nc_sll1677-as|110	1	19	.	19	499
nc_sll0640-as3|42	nc_sll0640-as3|42	1	22	.	22	395
nc_sll1124-as|8	nc_sll1124-as|8	1	22	.	22	96
nc_ncl1690|35	nc_ncl1690|35	1	17	.	17	31
nc_slr0031-as|38	nc_slr0031-as|38	1	17	.	17	283
nc_sll1653|49	nc_sll1653|49	1	20	.	20	387
nc_sll0207-as2|39	nc_sll0207-as2|39	1	22	.	22	211
nc_sll1502|58	nc_sll1502|58	1	22	.	22	250
nc_slr1081-as|41	nc_slr1081-as|41	1	17	.	17	227
nc_slr2027|88	nc_slr2027|88	1	18	.	18	192
nc_sll0696-as|71	nc_sll0696-as|71	1	17	.	17	607
nc_sll1502|50	nc_sll1502|50	1	22	.	22	161
nc_sll0996|19	nc_sll0996|19	1	17	.	17	410
nc_slr1847-as|60	nc_slr1847-as|60	1	18	.	18	155
nc_slr1138-as|97	nc_slr1138-as|97	1	18	.	18	156
nc_sll1276-as|58	nc_sll1276-as|58	1	22	.	22	414
nc_ncr0510|110	nc_ncr0510|110	1	17	.	17	95
nc_slr0151|35	nc_slr0151|35	1	20	.	20	208
nc_slr1541|21	nc_slr1541|21	1	18	.	18	289
nc_ncl0690|160	nc_ncl0690|160	1	17	.	17	950
nc_slr1570-as|83	nc_slr1570-as|83	1	17	.	17	753
nc_slr1385|33	nc_slr1385|33	1	17	.	17	90
nc_ncl1390|35	nc_ncl1390|35	1	20	.	20	211
nc_ncr0510|119	nc_ncr0510|119	1	18	.	18	240
nc_slr0593-as|37	nc_slr0593-as|37	1	21	.	21	164
nc_slr0442-as3|188	nc_slr0442-as3|188	1	19	.	19	123
nc_ssr2848-as|137	nc_ssr2848-as|137	1	18	.	18	239
nc_sll0723-as2|101	nc_sll0723-as2|101	1	21	.	21	297
nc_slr0370-as|15	nc_slr0370-as|15	1	17	.	17	69
